,sentence_id,filename,token,label,attribute
0,1,1789_Brug_Wall,Merckenweerdigste,O,
1,1,1789_Brug_Wall,voorvallen,O,
2,1,1789_Brug_Wall,1789,O,
3,6,1789_Brug_Wall,Begin,O,
4,6,1789_Brug_Wall,van,O,
5,6,1789_Brug_Wall,'t,O,
6,6,1789_Brug_Wall,jaer,O,
7,6,1789_Brug_Wall,ons,O,
8,6,1789_Brug_Wall,Heeren,O,
9,6,1789_Brug_Wall,Jesu,O,
10,6,1789_Brug_Wall,Christi,O,
11,6,1789_Brug_Wall,1789,O,
12,7,1789_Brug_Wall,Jaerschrift,O,
13,8,1789_Brug_Wall,'t,O,
14,8,1789_Brug_Wall,VeertIenste,O,
15,8,1789_Brug_Wall,DeeL,O,
16,8,1789_Brug_Wall,VerVoLgt,O,
17,8,1789_Brug_Wall,hIer,O,
18,8,1789_Brug_Wall,nU,O,
19,8,1789_Brug_Wall,kLaer,O,
20,8,1789_Brug_Wall,'t,O,
21,8,1789_Brug_Wall,besChrYf,O,
22,8,1789_Brug_Wall,In,O,
23,8,1789_Brug_Wall,het,O,
24,8,1789_Brug_Wall,eenDUYst,O,
25,8,1789_Brug_Wall,seVenhonDert,O,
26,8,1789_Brug_Wall,en,O,
27,8,1789_Brug_Wall,negenentagentIgste,O,
28,8,1789_Brug_Wall,Iaer,O,
29,8,1789_Brug_Wall,.,O,
30,10,1789_Brug_Wall,(,O,
31,10,1789_Brug_Wall,Januari,O,
32,10,1789_Brug_Wall,),O,
33,12,1789_Brug_Wall,De,O,
34,12,1789_Brug_Wall,vrouw,O,
35,12,1789_Brug_Wall,van,O,
36,12,1789_Brug_Wall,sieur,O,
37,12,1789_Brug_Wall,Outryve,O,
38,12,1789_Brug_Wall,aengerant,O,
39,12,1789_Brug_Wall,en,O,
40,12,1789_Brug_Wall,'t,O,
41,12,1789_Brug_Wall,huijs,O,
42,12,1789_Brug_Wall,van,O,
43,12,1789_Brug_Wall,d'heer,O,
44,12,1789_Brug_Wall,Kerkhove,O,
45,12,1789_Brug_Wall,en,O,
46,12,1789_Brug_Wall,andere,O,
47,12,1789_Brug_Wall,worden,O,
48,12,1789_Brug_Wall,bestolen,O,
49,12,1789_Brug_Wall,.,O,
50,14,1789_Brug_Wall,-,O,
51,14,1789_Brug_Wall,fol,O,
52,14,1789_Brug_Wall,.,O,
53,14,1789_Brug_Wall,217,O,
54,14,1789_Brug_Wall,-,O,
55,14,1789_Brug_Wall,Op,O,
56,14,1789_Brug_Wall,den,O,
57,14,1789_Brug_Wall,1,O,
58,14,1789_Brug_Wall,januarij,O,
59,14,1789_Brug_Wall,'s,O,
60,14,1789_Brug_Wall,morgens,O,
61,14,1789_Brug_Wall,",",O,
62,14,1789_Brug_Wall,de,O,
63,14,1789_Brug_Wall,weduwe,O,
64,14,1789_Brug_Wall,van,O,
65,14,1789_Brug_Wall,sr.,O,
66,14,1789_Brug_Wall,Outryve,O,
67,14,1789_Brug_Wall,",",O,
68,14,1789_Brug_Wall,wonende,O,
69,14,1789_Brug_Wall,op,O,
70,14,1789_Brug_Wall,de,O,
71,14,1789_Brug_Wall,Gaeremart,O,
72,14,1789_Brug_Wall,",",O,
73,14,1789_Brug_Wall,naer,O,
74,14,1789_Brug_Wall,de,O,
75,14,1789_Brug_Wall,parochie,O,
76,14,1789_Brug_Wall,van,O,
77,14,1789_Brug_Wall,St.-Cruijs,O,
78,14,1789_Brug_Wall,",",O,
79,14,1789_Brug_Wall,naer,O,
80,14,1789_Brug_Wall,eenen,O,
81,14,1789_Brug_Wall,haerer,O,
82,14,1789_Brug_Wall,vrienden,O,
83,14,1789_Brug_Wall,gaende,O,
84,14,1789_Brug_Wall,",",O,
85,14,1789_Brug_Wall,wiert,O,
86,14,1789_Brug_Wall,een,O,
87,14,1789_Brug_Wall,korte,O,
88,14,1789_Brug_Wall,streek,O,
89,14,1789_Brug_Wall,buijten,O,
90,14,1789_Brug_Wall,de,O,
91,14,1789_Brug_Wall,poorten,O,
92,14,1789_Brug_Wall,zijnde,O,
93,14,1789_Brug_Wall,op,O,
94,14,1789_Brug_Wall,'t,O,
95,14,1789_Brug_Wall,onvoorsiens,O,
96,14,1789_Brug_Wall,door,O,
97,14,1789_Brug_Wall,eenen,O,
98,14,1789_Brug_Wall,quadwilligen,O,
99,14,1789_Brug_Wall,aengerand,O,
100,14,1789_Brug_Wall,en,O,
101,14,1789_Brug_Wall,agterovergetrokken,O,
102,14,1789_Brug_Wall,en,O,
103,14,1789_Brug_Wall,schoon,O,
104,14,1789_Brug_Wall,zij,O,
105,14,1789_Brug_Wall,overgroot,O,
106,14,1789_Brug_Wall,gewelt,O,
107,14,1789_Brug_Wall,mackte,O,
108,14,1789_Brug_Wall,",",O,
109,14,1789_Brug_Wall,trok,O,
110,14,1789_Brug_Wall,den,O,
111,14,1789_Brug_Wall,zelven,O,
112,14,1789_Brug_Wall,haar,O,
113,14,1789_Brug_Wall,met,O,
114,14,1789_Brug_Wall,groote,O,
115,14,1789_Brug_Wall,kragt,O,
116,14,1789_Brug_Wall,het,O,
117,14,1789_Brug_Wall,goude,O,
118,14,1789_Brug_Wall,kruijs,O,
119,14,1789_Brug_Wall,van,O,
120,14,1789_Brug_Wall,haeren,O,
