	sentence_id	filename	token	label	attribute
0	0	1795_Maas_anon	1	O	
1	1	1795_Maas_anon	MANUSCRIPta	O	
2	2	1795_Maas_anon	Wegens	O	
3	2	1795_Maas_anon	de	O	
4	2	1795_Maas_anon	stad	O	
5	2	1795_Maas_anon	Maestricht	O	
6	3	1795_Maas_anon	de	O	
7	3	1795_Maas_anon	A	O	
8	3	1795_Maas_anon	o	O	
9	3	1795_Maas_anon	998	O	
10	3	1795_Maas_anon	usque	O	
11	3	1795_Maas_anon	A	O	
12	3	1795_Maas_anon	o	O	
13	3	1795_Maas_anon	1746	O	
14	6	1795_Maas_anon	Chronyck	O	
15	6	1795_Maas_anon	van	O	
16	6	1795_Maas_anon	Loyens	O	
17	7	1795_Maas_anon	22.001A	O	
18	8	1795_Maas_anon	V	O	
19	9	1795_Maas_anon	II	O	
20	10	1795_Maas_anon	III	O	
21	11	1795_Maas_anon	I	O	
22	11	1795_Maas_anon	I	O	
23	12	1795_Maas_anon	Maastricht	O	
24	12	1795_Maas_anon	is	O	
25	12	1795_Maas_anon	eene	O	
26	12	1795_Maas_anon	Schoone	O	
27	12	1795_Maas_anon	Stad	O	
28	13	1795_Maas_anon	al	O	
29	13	1795_Maas_anon	over	O	
30	13	1795_Maas_anon	duizend	O	
31	13	1795_Maas_anon	jaren	O	
32	13	1795_Maas_anon	.	O	
33	14	1795_Maas_anon	Waar	O	
34	14	1795_Maas_anon	S	O	
35	14	1795_Maas_anon	t	O	
36	14	1795_Maas_anon	Servaas	O	
37	14	1795_Maas_anon	ten	O	
38	14	1795_Maas_anon	hemel	O	
39	14	1795_Maas_anon	vaart	O	
40	15	1795_Maas_anon	der	O	
41	15	1795_Maas_anon	sleutel	O	
42	15	1795_Maas_anon	Wij	O	
43	15	1795_Maas_anon	bewaren	O	
44	15	1795_Maas_anon	.	O	
45	16	1795_Maas_anon	die	O	
46	16	1795_Maas_anon	ster	O	
47	16	1795_Maas_anon	,	O	
48	16	1795_Maas_anon	die	O	
49	16	1795_Maas_anon	ster	O	
50	16	1795_Maas_anon	,	O	
51	16	1795_Maas_anon	die	O	
52	16	1795_Maas_anon	morgenster	O	
53	16	1795_Maas_anon	,	O	
54	17	1795_Maas_anon	de	O	
55	17	1795_Maas_anon	Engel	O	
56	17	1795_Maas_anon	is	O	
57	17	1795_Maas_anon	ons	O	
58	17	1795_Maas_anon	Wapen	O	
59	17	1795_Maas_anon	,	O	
60	18	1795_Maas_anon	dit	O	
61	18	1795_Maas_anon	licht	O	
62	18	1795_Maas_anon	Word	O	
63	18	1795_Maas_anon	genoemt	O	
64	18	1795_Maas_anon	lucifer	O	
65	18	1795_Maas_anon	,	O	
66	19	1795_Maas_anon	Wilt	O	
67	19	1795_Maas_anon	Vreugde	O	
68	19	1795_Maas_anon	hieraan	O	
69	19	1795_Maas_anon	rapen	O	
70	19	1795_Maas_anon	.	O	
71	20	1795_Maas_anon	de	O	
72	20	1795_Maas_anon	straten	O	
73	20	1795_Maas_anon	zijn	O	
74	20	1795_Maas_anon	er	O	
75	20	1795_Maas_anon	honderdtien	O	
76	21	1795_Maas_anon	in	O	
77	21	1795_Maas_anon	Maastricht	O	
78	21	1795_Maas_anon	ingesloten	O	
79	22	1795_Maas_anon	Wijk	O	
80	22	1795_Maas_anon	heeft	O	
81	22	1795_Maas_anon	er	O	
82	22	1795_Maas_anon	voorwaar	O	
83	22	1795_Maas_anon	Zeventien	O	
84	22	1795_Maas_anon	,	O	
85	23	1795_Maas_anon	aan	O	
86	23	1795_Maas_anon	de	O	
87	23	1795_Maas_anon	Maas-brug	O	
88	23	1795_Maas_anon	gegoten	O	
89	23	1795_Maas_anon	.	O	
90	24	1795_Maas_anon	de	O	
