,sentence_id,filename,token,label,attribute
0,0,1789_Gent_Call,Hs,O,
1,0,1789_Gent_Call,G,O,
2,0,1789_Gent_Call,14,O,
3,0,1789_Gent_Call,248,O,
4,1,1789_Gent_Call,1,O,
5,2,1789_Gent_Call,Gentsche,O,
6,3,1789_Gent_Call,Chronyke,O,
7,3,1789_Gent_Call,.,O,
8,4,1789_Gent_Call,2,O,
9,5,1789_Gent_Call,Gentsche,O,
10,5,1789_Gent_Call,Kronyke,O,
11,6,1789_Gent_Call,Door,O,
12,6,1789_Gent_Call,Edou,O,
13,6,1789_Gent_Call,Callion,O,
14,7,1789_Gent_Call,Jaer,O,
15,7,1789_Gent_Call,1780,O,
16,7,1789_Gent_Call,Maend,O,
17,7,1789_Gent_Call,January,O,
18,7,1789_Gent_Call,.,O,
19,8,1789_Gent_Call,Den,O,
20,8,1789_Gent_Call,20,O,
21,8,1789_Gent_Call,sten,O,
22,8,1789_Gent_Call,Haere,O,
23,8,1789_Gent_Call,Majesteyt,O,
24,8,1789_Gent_Call,de,O,
25,8,1789_Gent_Call,Keyzerinne,O,
26,8,1789_Gent_Call,Maria,O,
27,9,1789_Gent_Call,Theresia,O,
28,9,1789_Gent_Call,heeft,O,
29,9,1789_Gent_Call,goedgevonden,O,
30,9,1789_Gent_Call,het,O,
31,9,1789_Gent_Call,verbod,O,
32,9,1789_Gent_Call,van,O,
33,9,1789_Gent_Call,den,O,
34,9,1789_Gent_Call,29,O,
35,9,1789_Gent_Call,sten,O,
36,10,1789_Gent_Call,Augustus,O,
37,10,1789_Gent_Call,1778,O,
38,10,1789_Gent_Call,",",O,
39,10,1789_Gent_Call,verbiedende,O,
40,10,1789_Gent_Call,het,O,
41,10,1789_Gent_Call,inbrengen,O,
42,10,1789_Gent_Call,en,O,
43,11,1789_Gent_Call,verkoopen,O,
44,11,1789_Gent_Call,van,O,
45,11,1789_Gent_Call,het,informatiebron-B,
46,11,1789_Gent_Call,nieuwsblad,informatiebron-I,
47,11,1789_Gent_Call,benaemd,informatiebron-I,
48,11,1789_Gent_Call,den,informatiebron-I,
49,12,1789_Gent_Call,Courier,informatiebron-I,
50,12,1789_Gent_Call,du,informatiebron-I,
51,12,1789_Gent_Call,Bas,informatiebron-I,
52,12,1789_Gent_Call,Rhin,informatiebron-I,
53,12,1789_Gent_Call,",",informatiebron-I,
54,12,1789_Gent_Call,intetrekken,O,
55,12,1789_Gent_Call,.,O,
56,13,1789_Gent_Call,Zondag,O,
57,13,1789_Gent_Call,30,O,
58,13,1789_Gent_Call,sten,O,
59,13,1789_Gent_Call,heeft,O,
60,13,1789_Gent_Call,den,O,
61,13,1789_Gent_Call,S,O,
62,13,1789_Gent_Call,r,O,
63,13,1789_Gent_Call,Vilzthumb,O,
64,13,1789_Gent_Call,met,O,
65,13,1789_Gent_Call,zyne,O,
66,14,1789_Gent_Call,1780,O,
67,14,1789_Gent_Call,.,O,
68,14,1789_Gent_Call,January,O,
69,14,1789_Gent_Call,.,O,
70,15,1789_Gent_Call,troupe,O,
71,15,1789_Gent_Call,alhier,O,
72,15,1789_Gent_Call,eene,O,
73,15,1789_Gent_Call,vertooninge,O,
74,15,1789_Gent_Call,gegeven,O,
75,15,1789_Gent_Call,van,O,
76,15,1789_Gent_Call,het,O,
77,16,1789_Gent_Call,opera,O,
78,16,1789_Gent_Call,Orphée,O,
79,16,1789_Gent_Call,en,O,
80,16,1789_Gent_Call,Euridice,O,
81,16,1789_Gent_Call,",",O,
82,16,1789_Gent_Call,muziek,O,
83,16,1789_Gent_Call,van,O,
84,16,1789_Gent_Call,d'hr,O,
85,16,1789_Gent_Call,Gluk,O,
86,17,1789_Gent_Call,welk,O,
87,17,1789_Gent_Call,stuk,O,
88,17,1789_Gent_Call,",",O,
89,17,1789_Gent_Call,zoo,O,
90,17,1789_Gent_Call,om,O,
91,17,1789_Gent_Call,de,O,
92,17,1789_Gent_Call,schoonheyd,O,
93,17,1789_Gent_Call,van,O,
94,17,1789_Gent_Call,de,O,
95,17,1789_Gent_Call,décoratien,O,
96,17,1789_Gent_Call,",",O,
97,18,1789_Gent_Call,als,O,
98,18,1789_Gent_Call,om,O,
99,18,1789_Gent_Call,de,O,
100,18,1789_Gent_Call,volmaektheyd,O,
101,18,1789_Gent_Call,",",O,
102,18,1789_Gent_Call,met,O,
103,18,1789_Gent_Call,welk,O,
104,18,1789_Gent_Call,de,O,
105,18,1789_Gent_Call,troupe,O,
106,18,1789_Gent_Call,het,O,
107,19,1789_Gent_Call,vertoond,O,
108,19,1789_Gent_Call,hebben,O,
109,19,1789_Gent_Call,",",O,
110,19,1789_Gent_Call,grooten,O,
111,19,1789_Gent_Call,toeloop,O,
112,19,1789_Gent_Call,heeft,O,
113,19,1789_Gent_Call,gehad,O,
114,19,1789_Gent_Call,.,O,
115,19,1789_Gent_Call,Des,O,
116,20,1789_Gent_Call,avonds,O,
117,20,1789_Gent_Call,is,O,
118,20,1789_Gent_Call,er,O,
119,20,1789_Gent_Call,eenen,O,
120,20,1789_Gent_Call,gemaskeerden,O,
