	sentence_id	filename	token	label	attribute
0	0	1780_Brug_Wall	Merckenweerdigste	O	
1	0	1780_Brug_Wall	voorvallen	O	
2	0	1780_Brug_Wall	en	O	
3	0	1780_Brug_Wall	daegelijcksche	O	
4	0	1780_Brug_Wall	gevallen	O	
5	0	1780_Brug_Wall	.	O	
6	0	1780_Brug_Wall	Brugge	O	
7	0	1780_Brug_Wall	1780	O	
8	1	1780_Brug_Wall	Jozef	O	
9	1	1780_Brug_Wall	van	O	
10	1	1780_Brug_Wall	Walleghem	O	
11	2	1780_Brug_Wall	Editie	O	
12	2	1780_Brug_Wall	Ronald	O	
13	2	1780_Brug_Wall	Engelrelst	O	
14	2	1780_Brug_Wall	en	O	
15	2	1780_Brug_Wall	Noël	O	
16	2	1780_Brug_Wall	Geirnaert	O	
17	3	1780_Brug_Wall	bron	O	
18	4	1780_Brug_Wall	(	O	
19	4	1780_Brug_Wall	eds	O	
20	4	1780_Brug_Wall	.	O	
21	4	1780_Brug_Wall	Ronald	O	
22	4	1780_Brug_Wall	Engelrelst	O	
23	4	1780_Brug_Wall	en	O	
24	4	1780_Brug_Wall	Noël	O	
25	4	1780_Brug_Wall	Geirnaert	O	
26	4	1780_Brug_Wall	)	O	
27	4	1780_Brug_Wall	.	O	
28	4	1780_Brug_Wall	[	O	
29	4	1780_Brug_Wall	Niet	O	
30	4	1780_Brug_Wall	eerder	O	
31	4	1780_Brug_Wall	verschenen	O	
32	4	1780_Brug_Wall	]	O	
33	4	1780_Brug_Wall	,	O	
34	4	1780_Brug_Wall	2016	O	
35	5	1780_Brug_Wall	Zie	O	
36	5	1780_Brug_Wall	voor	O	
37	5	1780_Brug_Wall	verantwoording	O	
38	5	1780_Brug_Wall	:	O	
39	5	1780_Brug_Wall	http	O	
40	5	1780_Brug_Wall	:	O	
41	5	1780_Brug_Wall	//www.dbnl.org/tekst/wall076merc11_01/colofon.php	O	
42	6	1780_Brug_Wall	©	O	
43	6	1780_Brug_Wall	2016	O	
44	6	1780_Brug_Wall	dbnl	O	
45	6	1780_Brug_Wall	/	O	
46	6	1780_Brug_Wall	Ronald	O	
47	6	1780_Brug_Wall	Engelrelst	O	
48	6	1780_Brug_Wall	/	O	
49	6	1780_Brug_Wall	Noël	O	
50	6	1780_Brug_Wall	Geirnaert	O	
51	10	1780_Brug_Wall	Merckenweerdigste	O	
52	10	1780_Brug_Wall	voorvallen	O	
53	10	1780_Brug_Wall	1780	O	
54	11	1780_Brug_Wall	Begin	O	
55	11	1780_Brug_Wall	van	O	
56	11	1780_Brug_Wall	het	O	
57	11	1780_Brug_Wall	schrickeljaer	O	
58	11	1780_Brug_Wall	ons	O	
59	11	1780_Brug_Wall	heeren	O	
60	11	1780_Brug_Wall	Jesu	O	
61	11	1780_Brug_Wall	Christi	O	
62	11	1780_Brug_Wall	1780	O	
63	11	1780_Brug_Wall	.	O	
64	12	1780_Brug_Wall	Twee	O	
65	12	1780_Brug_Wall	soldaeten	O	
66	12	1780_Brug_Wall	op	O	
67	12	1780_Brug_Wall	een	O	
68	12	1780_Brug_Wall	argilistige	O	
69	12	1780_Brug_Wall	maniere	O	
70	12	1780_Brug_Wall	gedeserteert	O	
71	12	1780_Brug_Wall	.	O	
72	13	1780_Brug_Wall	•	O	
73	13	1780_Brug_Wall	fol	O	
74	13	1780_Brug_Wall	.	O	
75	13	1780_Brug_Wall	325	O	
76	13	1780_Brug_Wall	-	O	
77	13	1780_Brug_Wall	Op	O	
78	13	1780_Brug_Wall	den	O	
79	13	1780_Brug_Wall	7	O	
80	13	1780_Brug_Wall	januarij	O	
81	13	1780_Brug_Wall	gebuerde	O	
82	13	1780_Brug_Wall	het	O	
83	13	1780_Brug_Wall	dat	O	
84	13	1780_Brug_Wall	twee	O	
85	13	1780_Brug_Wall	soldaeten	O	
86	13	1780_Brug_Wall	op	O	
87	13	1780_Brug_Wall	een	O	
88	13	1780_Brug_Wall	seer	O	
89	13	1780_Brug_Wall	argelistige	O	
90	13	1780_Brug_Wall	maniere	O	
91	13	1780_Brug_Wall	deserteerden	O	
92	13	1780_Brug_Wall	,	O	
93	13	1780_Brug_Wall	want	O	
94	13	1780_Brug_Wall	alzoo	O	
95	13	1780_Brug_Wall	sij	O	
96	13	1780_Brug_Wall	beijde	O	
97	13	1780_Brug_Wall	den	O	
98	13	1780_Brug_Wall	volgenden	O	
99	13	1780_Brug_Wall	dag	O	
100	13	1780_Brug_Wall	ook	O	
101	13	1780_Brug_Wall	voor	O	
102	13	1780_Brug_Wall	hun	O	
103	13	1780_Brug_Wall	deserteren	O	
104	13	1780_Brug_Wall	veroordeelt	O	
105	13	1780_Brug_Wall	waeren	O	
106	13	1780_Brug_Wall	om	O	
107	13	1780_Brug_Wall	door	O	
108	13	1780_Brug_Wall	de	O	
109	13	1780_Brug_Wall	wissen	O	
110	13	1780_Brug_Wall	te	O	
111	13	1780_Brug_Wall	loopen	O	
