,sentence_id,filename,token,label,attribute
0,0,1779_Brug_Wall,﻿Merckenweerdigste,O,
1,0,1779_Brug_Wall,voorvallen,O,
2,0,1779_Brug_Wall,en,O,
3,0,1779_Brug_Wall,daegelijcksche,O,
4,0,1779_Brug_Wall,gevallen,O,
5,0,1779_Brug_Wall,.,O,
6,0,1779_Brug_Wall,Brugge,O,
7,0,1779_Brug_Wall,1779,O,
8,1,1779_Brug_Wall,Jozef,O,
9,1,1779_Brug_Wall,van,O,
10,1,1779_Brug_Wall,Walleghem,O,
11,2,1779_Brug_Wall,Editie,O,
12,2,1779_Brug_Wall,Ronald,O,
13,2,1779_Brug_Wall,Engelrelst,O,
14,2,1779_Brug_Wall,en,O,
15,2,1779_Brug_Wall,Noël,O,
16,2,1779_Brug_Wall,Geirnaert,O,
17,3,1779_Brug_Wall,bron,O,
18,4,1779_Brug_Wall,1779,O,
19,4,1779_Brug_Wall,(,O,
20,4,1779_Brug_Wall,eds,O,
21,4,1779_Brug_Wall,.,O,
22,4,1779_Brug_Wall,Ronald,O,
23,4,1779_Brug_Wall,Engelrelst,O,
24,4,1779_Brug_Wall,en,O,
25,4,1779_Brug_Wall,Noël,O,
26,4,1779_Brug_Wall,Geirnaert,O,
27,4,1779_Brug_Wall,),O,
28,4,1779_Brug_Wall,.,O,
29,4,1779_Brug_Wall,[,O,
30,4,1779_Brug_Wall,Niet,O,
31,4,1779_Brug_Wall,eerder,O,
32,4,1779_Brug_Wall,verschenen,O,
33,4,1779_Brug_Wall,],O,
34,4,1779_Brug_Wall,",",O,
35,4,1779_Brug_Wall,2016,O,
36,5,1779_Brug_Wall,Zie,O,
37,5,1779_Brug_Wall,voor,O,
38,5,1779_Brug_Wall,verantwoording,O,
39,5,1779_Brug_Wall,:,O,
40,5,1779_Brug_Wall,http,O,
41,5,1779_Brug_Wall,:,O,
42,5,1779_Brug_Wall,//www.dbnl.org/tekst/wall076merc10_01/colofon.php,O,
43,6,1779_Brug_Wall,©,O,
44,6,1779_Brug_Wall,2016,O,
45,6,1779_Brug_Wall,dbnl,O,
46,6,1779_Brug_Wall,/,O,
47,6,1779_Brug_Wall,Ronald,O,
48,6,1779_Brug_Wall,Engelrelst,O,
49,6,1779_Brug_Wall,/,O,
50,6,1779_Brug_Wall,Noël,O,
51,6,1779_Brug_Wall,Geirnaert,O,
52,12,1779_Brug_Wall,Merckenweerdigste,O,
53,12,1779_Brug_Wall,voorvallen,O,
54,12,1779_Brug_Wall,1779,O,
55,13,1779_Brug_Wall,Begin,O,
56,13,1779_Brug_Wall,van,O,
57,13,1779_Brug_Wall,het,O,
58,13,1779_Brug_Wall,jaer,O,
59,13,1779_Brug_Wall,ons,O,
60,13,1779_Brug_Wall,heeren,O,
61,13,1779_Brug_Wall,Jesu,O,
62,13,1779_Brug_Wall,Christi,O,
63,13,1779_Brug_Wall,1779,O,
64,14,1779_Brug_Wall,[,O,
65,14,1779_Brug_Wall,Januari,O,
66,14,1779_Brug_Wall,],O,
67,15,1779_Brug_Wall,Regtveerdig,O,
68,15,1779_Brug_Wall,justitie,O,
69,15,1779_Brug_Wall,gedaen,O,
70,15,1779_Brug_Wall,voor,O,
71,15,1779_Brug_Wall,het,O,
72,15,1779_Brug_Wall,landtshuijs,O,
73,15,1779_Brug_Wall,van,O,
74,15,1779_Brug_Wall,den,O,
75,15,1779_Brug_Wall,Vrijen,O,
76,15,1779_Brug_Wall,binnen,O,
77,15,1779_Brug_Wall,dere,O,
78,15,1779_Brug_Wall,stadt,O,
79,15,1779_Brug_Wall,Brugge,O,
80,15,1779_Brug_Wall,den,O,
81,15,1779_Brug_Wall,2,O,
82,15,1779_Brug_Wall,januarius,O,
83,15,1779_Brug_Wall,1779,O,
84,15,1779_Brug_Wall,.,O,
85,16,1779_Brug_Wall,•,O,
86,16,1779_Brug_Wall,fol,O,
87,16,1779_Brug_Wall,.,O,
88,16,1779_Brug_Wall,133,O,
89,16,1779_Brug_Wall,-,O,
90,16,1779_Brug_Wall,Regtveerdige,O,
91,16,1779_Brug_Wall,justitie,O,
92,16,1779_Brug_Wall,gedaen,O,
93,16,1779_Brug_Wall,binnen,O,
94,16,1779_Brug_Wall,de,O,
95,16,1779_Brug_Wall,stadt,O,
96,16,1779_Brug_Wall,Brugge,O,
97,16,1779_Brug_Wall,voor,O,
98,16,1779_Brug_Wall,het,O,
99,16,1779_Brug_Wall,Landtshuijs,O,
100,16,1779_Brug_Wall,van,O,
101,16,1779_Brug_Wall,den,O,
102,16,1779_Brug_Wall,Vrijen,O,
103,16,1779_Brug_Wall,op,O,
104,16,1779_Brug_Wall,den,O,
105,16,1779_Brug_Wall,2,O,
106,16,1779_Brug_Wall,januarius,O,
107,16,1779_Brug_Wall,1779,O,
108,16,1779_Brug_Wall,.,O,
109,16,1779_Brug_Wall,Omdieswille,O,
110,16,1779_Brug_Wall,dat,O,
111,16,1779_Brug_Wall,gij,O,
112,16,1779_Brug_Wall,Pieter,O,
113,16,1779_Brug_Wall,Isenbaert,O,
